,CD91일,콜 금리,국고채 3년,회사채 3년
2013.09.23,2.66,2.50,2.80,3.21
2013.09.24,2.66,2.50,2.82,3.23
2013.09.25,2.66,2.50,2.84,3.25
2013.09.26,2.66,2.50,2.85,3.27
2013.09.27,2.66,2.50,2.83,3.25
2013.09.30,2.66,2.50,2.82,3.24
2013.10.01,2.66,2.50,2.84,3.26
2013.10.02,2.66,2.49,2.82,3.24
2013.10.04,2.66,2.48,2.83,3.24
2013.10.07,2.66,2.50,2.84,3.25
2013.10.08,2.66,2.49,2.85,3.26
2013.10.10,2.66,2.49,2.87,3.28
2013.10.11,2.66,2.49,2.86,3.27
2013.10.14,2.66,2.49,2.88,3.29
2013.10.15,2.66,2.49,2.88,3.29
2013.10.16,2.66,2.49,2.87,3.28
2013.10.17,2.66,2.49,2.85,3.26
2013.10.18,2.66,2.50,2.82,3.24
2013.10.21,2.66,2.49,2.84,3.26
2013.10.22,2.66,2.50,2.83,3.25
2013.10.23,2.66,2.50,2.79,3.21
2013.10.24,2.66,2.50,2.80,3.22
2013.10.25,2.66,2.52,2.80,3.22
2013.10.28,2.66,2.52,2.83,3.25
2013.10.29,2.65,2.52,2.80,3.23
2013.10.30,2.65,2.51,2.79,3.22
2013.10.31,2.65,2.52,2.82,3.24
2013.11.01,2.65,2.48,2.84,3.27
2013.11.04,2.65,2.48,2.87,3.30
2013.11.05,2.65,2.51,2.89,3.32
2013.11.06,2.65,2.49,2.88,3.32
2013.11.07,2.65,2.50,2.90,3.33
2013.11.08,2.65,2.50,2.89,3.32
2013.11.11,2.65,2.50,2.96,3.39
2013.11.12,2.65,2.50,2.96,3.39
2013.11.13,2.65,2.50,2.94,3.37
2013.11.14,2.65,2.50,2.94,3.37
2013.11.15,2.65,2.50,2.94,3.37
2013.11.18,2.65,2.50,2.94,3.37
2013.11.19,2.65,2.50,2.95,3.39
2013.11.20,2.65,2.50,2.96,3.39
2013.11.21,2.65,2.50,2.98,3.41
2013.11.22,2.65,2.50,2.95,3.38
2013.11.25,2.65,2.50,2.97,3.39
2013.11.26,2.65,2.49,2.96,3.38
2013.11.27,2.65,2.49,2.97,3.39
2013.11.28,2.65,2.49,2.99,3.41
2013.11.29,2.65,2.50,3.01,3.43
2013.12.02,2.65,2.49,3.04,3.45
2013.12.03,2.65,2.49,3.04,3.45
2013.12.04,2.65,2.48,3.03,3.44
2013.12.05,2.65,2.49,3.02,3.44
2013.12.06,2.65,2.49,3.01,3.43
2013.12.09,2.65,2.50,2.98,3.40
2013.12.10,2.65,2.50,2.99,3.40
2013.12.11,2.65,2.49,3.01,3.42
2013.12.12,2.65,2.49,3.01,3.42
2013.12.13,2.65,2.49,2.96,3.37
2013.12.16,2.65,2.49,2.92,3.33
2013.12.17,2.65,2.49,2.88,3.30
2013.12.18,2.65,2.49,2.90,3.32
2013.12.19,2.65,2.50,2.89,3.32
2013.12.20,2.65,2.51,2.88,3.31
2013.12.23,2.65,2.52,2.88,3.31
2013.12.24,2.65,2.52,2.89,3.31
2013.12.26,2.65,2.51,2.88,3.31
2013.12.27,2.65,2.50,2.83,3.26
2013.12.30,2.66,2.51,2.86,3.29
2013.12.31,2.66,2.52,2.86,3.29
2014.01.02,2.66,2.50,2.91,3.34
2014.01.03,2.66,2.50,2.92,3.35
2014.01.06,2.66,2.48,2.86,3.29
2014.01.07,2.66,2.50,2.86,3.29
2014.01.08,2.66,2.49,2.86,3.28
2014.01.09,2.65,2.49,2.90,3.32
2014.01.10,2.65,2.50,2.91,3.34
2014.01.13,2.65,2.49,2.89,3.32
2014.01.14,2.65,2.49,2.90,3.34
2014.01.15,2.65,2.49,2.91,3.34
2014.01.16,2.65,2.49,2.89,3.32
2014.01.17,2.65,2.49,2.90,3.32
2014.01.20,2.65,2.49,2.90,3.33
2014.01.21,2.65,2.49,2.91,3.34
2014.01.22,2.65,2.50,2.92,3.35
2014.01.23,2.65,2.50,2.90,3.33
2014.01.24,2.65,2.50,2.86,3.29
2014.01.27,2.65,2.52,2.88,3.31
2014.01.28,2.65,2.52,2.87,3.30
2014.01.29,2.65,2.51,2.88,3.30
2014.02.03,2.65,2.47,2.88,3.30
2014.02.04,2.65,2.48,2.85,3.27
2014.02.05,2.65,2.48,2.86,3.28
2014.02.06,2.65,2.49,2.85,3.27
2014.02.07,2.65,2.49,2.86,3.28
2014.02.10,2.65,2.49,2.85,3.27
2014.02.11,2.65,2.49,2.84,3.27
2014.02.12,2.65,2.49,2.84,3.27
2014.02.13,2.65,2.49,2.84,3.26
2014.02.14,2.65,2.49,2.84,3.27
2014.02.17,2.65,2.49,2.85,3.28
2014.02.18,2.65,2.49,2.86,3.29
2014.02.19,2.65,2.49,2.86,3.28
2014.02.20,2.65,2.49,2.86,3.28
2014.02.21,2.65,2.49,2.88,3.30
2014.02.24,2.65,2.49,2.87,3.30
2014.02.25,2.65,2.49,2.86,3.29
2014.02.26,2.65,2.47,2.86,3.29
2014.02.27,2.65,2.48,2.85,3.28
2014.02.28,2.65,2.49,2.85,3.28
2014.03.03,2.65,2.49,2.89,3.32
2014.03.04,2.65,2.50,2.91,3.34
2014.03.05,2.65,2.49,2.90,3.33
2014.03.06,2.65,2.49,2.90,3.33
2014.03.07,2.65,2.49,2.90,3.33
2014.03.10,2.65,2.48,2.88,3.31
2014.03.11,2.65,2.48,2.88,3.31
2014.03.12,2.65,2.48,2.87,3.29
2014.03.13,2.65,,2.87,3.29
2014.03.14,2.65,2.47,2.83,3.26
2014.03.17,2.65,2.48,2.85,3.28
2014.03.18,2.65,2.47,2.84,3.27
2014.03.19,2.65,2.46,2.83,3.26
2014.03.20,2.65,2.46,2.87,3.30
2014.03.21,2.65,2.45,2.89,3.31
2014.03.24,2.65,2.46,2.89,3.32
2014.03.25,2.65,2.48,2.88,3.31
2014.03.26,2.65,2.48,2.89,3.31
2014.03.27,2.65,2.48,2.88,3.31
2014.03.28,2.65,2.48,2.87,3.30
2014.03.31,2.65,2.49,2.87,3.30
2014.04.01,2.65,2.48,2.87,3.30
2014.04.02,2.65,2.48,2.88,3.31
2014.04.03,2.65,2.48,2.88,3.31
2014.04.04,2.65,2.48,2.89,3.31
2014.04.07,2.65,2.49,2.87,3.30
2014.04.08,2.65,2.51,2.88,3.30
2014.04.09,2.65,2.50,2.86,3.28
2014.04.10,2.65,2.48,2.86,3.29
2014.04.11,2.65,2.48,2.86,3.29
2014.04.14,2.65,2.48,2.87,3.30
2014.04.15,2.65,2.48,2.88,3.31
2014.04.16,2.65,2.48,2.89,3.32
2014.04.17,2.65,2.48,2.87,3.30
2014.04.18,2.65,2.48,2.88,3.31
2014.04.21,2.65,2.49,2.89,3.31
2014.04.22,2.65,2.50,2.88,3.31
2014.04.23,2.65,2.49,2.88,3.31
2014.04.24,2.65,2.49,2.88,3.31
2014.04.25,2.65,2.50,2.87,3.30
2014.04.28,2.65,2.49,2.88,3.30
2014.04.29,2.65,2.49,2.88,3.30
2014.04.30,2.65,2.50,2.87,3.30
2014.05.02,2.65,2.50,2.86,3.29
2014.05.07,2.65,2.48,2.85,3.28
2014.05.08,2.65,2.49,2.85,3.28
2014.05.09,2.65,2.48,2.84,3.26
2014.05.12,2.65,2.49,2.85,3.27
2014.05.13,2.65,2.49,2.86,3.28
2014.05.14,2.65,2.50,2.85,3.28
2014.05.15,2.65,2.49,2.83,3.25
2014.05.16,2.65,2.49,2.84,3.26
2014.05.19,2.65,2.49,2.84,3.26
2014.05.20,2.65,2.49,2.85,3.27
2014.05.21,2.65,2.49,2.84,3.27
2014.05.22,2.65,2.49,2.85,3.28
2014.05.23,2.65,2.49,2.83,3.26
2014.05.26,2.65,2.49,2.83,3.26
2014.05.27,2.65,2.48,2.83,3.26
2014.05.28,2.65,2.48,2.82,3.24
2014.05.29,2.65,2.49,2.81,3.23
2014.05.30,2.65,2.49,2.82,3.24
2014.06.02,2.65,2.48,2.83,3.25
2014.06.03,2.65,2.48,2.84,3.26
2014.06.05,2.65,2.48,2.84,3.26
2014.06.09,2.65,2.48,2.84,3.26
2014.06.10,2.65,2.49,2.82,3.23
2014.06.11,2.65,2.49,2.82,3.24
2014.06.12,2.65,2.48,2.79,3.21
2014.06.13,2.65,2.48,2.74,3.16
2014.06.16,2.65,2.48,2.72,3.15
2014.06.17,2.65,2.47,2.73,3.15
2014.06.18,2.65,2.48,2.73,3.15
2014.06.19,2.65,2.48,2.68,3.11
2014.06.20,2.65,2.48,2.66,3.09
2014.06.23,2.65,2.48,2.69,3.12
2014.06.24,2.65,2.48,2.68,3.11
2014.06.25,2.65,2.49,2.69,3.12
2014.06.26,2.65,2.49,2.71,3.13
2014.06.27,2.65,2.48,2.69,3.11
2014.06.30,2.65,2.49,2.68,3.10
2014.07.01,2.65,2.48,2.66,3.08
2014.07.02,2.65,2.48,2.58,3.00
2014.07.03,2.65,2.48,2.60,3.01
2014.07.04,2.65,2.48,2.61,3.02
2014.07.07,2.65,2.48,2.61,3.03
2014.07.08,2.65,2.48,2.65,3.06
2014.07.09,2.65,2.50,2.61,3.02
2014.07.10,2.65,2.48,2.59,3.00
2014.07.11,2.65,2.48,2.59,3.00
2014.07.14,2.65,2.48,2.60,3.01
2014.07.15,2.65,2.48,2.59,3.00
2014.07.16,2.65,2.48,2.58,2.99
2014.07.17,2.65,2.49,2.51,2.93
2014.07.18,2.65,2.48,2.52,2.93
2014.07.21,2.65,2.48,2.52,2.94
2014.07.22,2.65,2.48,2.51,2.93
2014.07.23,2.65,2.49,2.46,2.88
2014.07.24,2.65,2.49,2.50,2.91
2014.07.25,2.65,2.49,2.49,2.91
2014.07.28,2.65,2.50,2.51,2.92
2014.07.29,2.65,2.50,2.52,2.93
2014.07.30,2.65,2.50,2.51,2.92
2014.07.31,2.65,2.49,2.52,2.92
2014.08.01,2.65,2.48,2.54,2.94
2014.08.04,2.65,2.48,2.55,2.95
2014.08.05,2.65,2.48,2.52,2.92
2014.08.06,2.65,2.49,2.54,2.94
2014.08.07,2.65,2.49,2.53,2.93
2014.08.08,2.65,2.49,2.50,2.90
2014.08.11,2.63,2.48,2.51,2.91
2014.08.12,2.62,2.49,2.52,2.91
2014.08.13,2.61,2.49,2.52,2.91
2014.08.14,2.46,2.24,2.54,2.93
2014.08.18,2.43,2.24,2.56,2.95
2014.08.19,2.42,2.24,2.57,2.96
2014.08.20,2.42,2.23,2.58,2.96
2014.08.21,2.42,2.23,2.58,2.96
2014.08.22,2.41,2.23,2.58,2.96
2014.08.25,2.41,2.24,2.57,2.94
2014.08.26,2.40,2.23,2.54,2.91
2014.08.27,2.40,2.23,2.53,2.90
2014.08.28,2.40,2.23,2.53,2.90
2014.08.29,2.40,2.24,2.51,2.88
2014.09.01,2.40,2.23,2.52,2.89
2014.09.02,2.36,2.23,2.51,2.88
2014.09.03,2.36,2.24,2.53,2.90
2014.09.04,2.35,2.25,2.54,2.91
2014.09.05,2.35,2.25,2.51,2.88
2014.09.11,2.35,2.23,2.50,2.87
2014.09.12,2.35,2.23,2.41,2.79
2014.09.15,2.35,2.23,2.40,2.79
2014.09.16,2.35,2.23,2.37,2.76
2014.09.17,2.35,2.23,2.37,2.76
2014.09.18,2.35,2.23,2.37,2.75
2014.09.19,2.35,2.23,2.37,2.76
2014.09.22,2.35,2.23,2.35,2.74
2014.09.23,2.35,2.23,2.35,2.73
2014.09.24,2.35,2.24,2.34,2.72
2014.09.25,2.35,2.24,2.33,2.72
2014.09.26,2.35,2.23,2.32,2.71
2014.09.29,2.35,2.24,2.32,2.71
2014.09.30,2.35,2.24,2.30,2.68
2014.10.01,2.35,2.24,2.22,2.61
2014.10.02,2.35,2.23,2.25,2.63
2014.10.06,2.35,2.23,2.26,2.64
2014.10.07,2.31,2.23,2.29,2.65
2014.10.08,2.30,2.23,2.29,2.65
2014.10.10,2.29,2.23,2.26,2.63
2014.10.13,2.28,2.23,2.26,2.62
2014.10.14,2.28,2.23,2.28,2.64
2014.10.15,2.18,1.99,2.28,2.64
2014.10.16,2.17,1.98,2.25,2.60
2014.10.17,2.17,1.98,2.25,2.60
2014.10.20,2.16,1.98,2.26,2.61
2014.10.21,2.15,1.98,2.24,2.59
2014.10.22,2.15,1.98,2.24,2.59
2014.10.23,2.14,1.99,2.22,2.57
2014.10.24,2.14,1.98,2.21,2.55
2014.10.27,2.14,1.98,2.22,2.56
2014.10.28,2.14,1.98,2.22,2.55
2014.10.29,2.14,1.98,2.21,2.55
2014.10.30,2.14,1.98,2.20,2.53
2014.10.31,2.14,1.97,2.14,2.49
2014.11.03,2.14,1.98,2.12,2.47
2014.11.04,2.14,1.96,2.10,2.45
2014.11.05,2.14,1.97,2.09,2.45
2014.11.06,2.14,1.98,2.08,2.43
2014.11.07,2.14,1.98,2.09,2.44
2014.11.10,2.14,1.98,2.12,2.46
2014.11.11,2.14,1.98,2.18,2.49
2014.11.12,2.14,1.98,2.20,2.52
2014.11.13,2.14,1.98,2.21,2.53
2014.11.14,2.14,1.98,2.21,2.49
2014.11.17,2.14,1.98,2.19,2.51
2014.11.18,2.14,1.98,2.18,2.50
2014.11.19,2.14,1.98,2.18,2.50
2014.11.20,2.14,1.98,2.16,2.48
2014.11.21,2.14,1.98,2.16,2.48
2014.11.24,2.14,1.98,2.12,2.44
2014.11.25,2.13,1.99,2.11,2.42
2014.11.26,2.13,1.98,2.10,2.41
2014.11.27,2.13,1.99,2.11,2.42
2014.11.28,2.13,1.99,2.07,2.39
2014.12.01,2.13,1.99,2.07,2.39
2014.12.02,2.13,1.98,2.08,2.40
2014.12.03,2.13,1.98,2.12,2.44
2014.12.04,2.13,1.98,2.16,2.47
2014.12.05,2.13,1.98,2.17,2.47
2014.12.08,2.13,1.99,2.22,2.51
2014.12.09,2.13,2.01,2.18,2.48
2014.12.10,2.13,1.99,2.18,2.49
2014.12.11,2.13,1.98,2.13,2.45
2014.12.12,2.13,1.98,2.11,2.44
2014.12.15,2.13,2.00,2.12,2.45
2014.12.16,2.13,1.99,2.13,2.45
2014.12.17,2.13,1.98,2.17,2.48
2014.12.18,2.13,1.98,2.18,2.50
2014.12.19,2.13,1.98,2.18,2.49
2014.12.22,2.13,1.99,2.16,2.47
2014.12.23,2.13,1.99,2.16,2.47
2014.12.24,2.13,1.99,2.15,2.47
2014.12.26,2.13,1.99,2.16,2.48
2014.12.29,2.13,1.99,2.13,2.46
2014.12.30,2.13,2.01,2.10,2.43
2014.12.31,2.13,2.03,2.10,2.43
2015.01.02,2.13,2.01,2.14,2.46
2015.01.05,2.13,2.00,2.12,2.45
2015.01.06,2.13,1.98,2.08,2.41
2015.01.07,2.13,1.99,2.08,2.41
2015.01.08,2.13,1.99,2.07,2.40
2015.01.09,2.13,1.98,2.06,2.39
2015.01.12,2.13,1.99,2.02,2.34
2015.01.13,2.13,1.99,2.02,2.34
2015.01.14,2.13,1.99,1.97,2.30
2015.01.15,2.13,1.99,2.04,2.36
2015.01.16,2.13,1.98,2.01,2.33
2015.01.19,2.13,1.98,2.04,2.36
2015.01.20,2.13,1.98,2.03,2.35
2015.01.21,2.13,1.98,2.05,2.36
2015.01.22,2.13,1.99,2.06,2.38
2015.01.23,2.13,1.99,2.03,2.33
2015.01.26,2.13,1.99,2.02,2.32
2015.01.27,2.13,1.99,2.03,2.33
2015.01.28,2.12,1.99,2.00,2.30
2015.01.29,2.12,1.99,2.00,2.30
2015.01.30,2.12,2.00,1.97,2.27
2015.02.02,2.12,1.99,1.99,2.28
2015.02.03,2.12,1.99,1.94,2.24
2015.02.04,2.12,1.99,1.96,2.26
2015.02.05,2.12,1.98,1.98,2.27
2015.02.06,2.12,1.99,1.96,2.25
2015.02.09,2.12,1.98,1.98,2.26
2015.02.10,2.12,2.00,2.06,2.32
2015.02.11,2.12,1.99,2.05,2.32
2015.02.12,2.12,1.98,2.08,2.34
2015.02.13,2.12,1.98,2.05,2.32
2015.02.16,2.12,1.99,2.09,2.36
2015.02.17,2.12,1.98,2.05,2.32
2015.02.23,2.12,1.98,2.06,2.33
2015.02.24,2.10,1.98,2.06,2.33
2015.02.25,2.10,1.98,2.04,2.31
2015.02.26,2.10,1.98,2.04,2.30
2015.02.27,2.10,1.99,2.03,2.29
2015.03.02,2.10,1.98,2.00,2.26
2015.03.03,2.10,1.98,1.99,2.26
2015.03.04,2.10,1.98,1.98,2.25
2015.03.05,2.10,1.98,1.98,2.25
2015.03.06,2.10,1.98,1.94,2.21
2015.03.09,2.10,1.98,1.92,2.20
2015.03.10,2.10,1.99,1.94,2.21
2015.03.11,2.10,1.98,1.91,2.17
2015.03.12,1.91,1.74,1.90,2.15
2015.03.13,1.90,1.73,1.87,2.13
2015.03.16,1.89,1.73,1.86,2.12
2015.03.17,1.88,1.74,1.87,2.13
2015.03.18,1.87,1.74,1.86,2.11
2015.03.19,1.87,1.74,1.83,2.08
2015.03.20,1.86,1.74,1.80,2.06
2015.03.23,1.86,1.73,1.79,2.06
2015.03.24,1.86,1.74,1.80,2.06
2015.03.25,1.86,1.74,1.79,2.05
2015.03.26,1.86,1.74,1.78,2.04
2015.03.27,1.86,1.74,1.77,2.03
2015.03.30,1.85,1.74,1.75,2.01
2015.03.31,1.85,1.74,1.72,1.99
2015.04.01,1.85,1.74,1.72,1.99
2015.04.02,1.85,1.73,1.72,1.99
2015.04.03,1.85,1.72,1.71,1.98
2015.04.06,1.85,1.72,1.71,1.97
2015.04.07,1.83,1.72,1.72,1.98
2015.04.08,1.83,1.73,1.73,1.98
2015.04.09,1.82,1.73,1.70,1.95
2015.04.10,1.80,1.74,1.71,1.96
2015.04.13,1.80,1.73,1.73,1.98
2015.04.14,1.80,1.73,1.73,1.98
2015.04.15,1.80,1.73,1.72,1.97
2015.04.16,1.80,1.73,1.72,1.98
2015.04.17,1.80,1.73,1.69,1.94
2015.04.20,1.80,1.73,1.69,1.95
2015.04.21,1.80,1.73,1.71,1.96
2015.04.22,1.80,1.73,1.71,1.96
2015.04.23,1.80,1.73,1.75,1.98
2015.04.24,1.80,1.74,1.77,2.01
2015.04.27,1.80,1.74,1.79,2.02
2015.04.28,1.80,1.74,1.83,2.06
2015.04.29,1.80,1.74,1.84,2.08
2015.04.30,1.80,1.74,1.84,2.08
2015.05.04,1.80,1.74,1.90,2.13
2015.05.06,1.80,1.73,1.97,2.19
2015.05.07,1.80,1.73,1.97,2.19
2015.05.08,1.80,1.73,1.89,2.11
2015.05.11,1.80,1.73,1.88,2.10
2015.05.12,1.80,1.73,1.94,2.18
2015.05.13,1.80,1.74,1.86,2.11
2015.05.14,1.80,1.73,1.86,2.10
2015.05.15,1.80,1.74,1.88,2.12
2015.05.18,1.80,1.74,1.89,2.13
2015.05.19,1.80,1.74,1.90,2.14
2015.05.20,1.80,1.74,1.88,2.12
2015.05.21,1.80,1.74,1.88,2.12
2015.05.22,1.80,1.74,1.87,2.11
2015.05.26,1.80,1.74,1.85,2.10
2015.05.27,1.80,1.74,1.81,2.06
2015.05.28,1.80,1.74,1.80,2.05
2015.05.29,1.80,1.74,1.75,2.01
2015.06.01,1.80,1.74,1.75,2.01
2015.06.02,1.80,1.73,1.73,1.99
2015.06.03,1.80,1.73,1.76,2.02
2015.06.04,1.80,1.73,1.77,2.03
2015.06.05,1.80,1.73,1.74,2.00
2015.06.08,1.80,1.72,1.73,1.99
2015.06.09,1.80,1.73,1.73,1.99
2015.06.10,1.80,1.74,1.77,2.01
2015.06.11,1.65,1.49,1.80,2.04
2015.06.12,1.65,1.48,1.76,2.00
2015.06.15,1.65,1.49,1.76,2.00
2015.06.16,1.65,1.48,1.77,2.00
2015.06.17,1.65,1.49,1.80,2.03
2015.06.18,1.65,1.49,1.78,2.01
2015.06.19,1.65,1.49,1.77,2.00
2015.06.22,1.65,1.49,1.79,2.02
2015.06.23,1.65,1.49,1.80,2.02
2015.06.24,1.65,1.50,1.81,2.03
2015.06.25,1.65,1.50,1.81,2.03
2015.06.26,1.65,1.50,1.82,2.03
2015.06.29,1.65,1.49,1.79,2.01
2015.06.30,1.65,1.50,1.79,2.01
2015.07.01,1.65,1.49,1.81,2.02
2015.07.02,1.65,1.48,1.83,2.04
2015.07.03,1.65,1.48,1.83,2.04
2015.07.06,1.65,1.48,1.83,2.03
2015.07.07,1.65,1.50,1.83,2.03
2015.07.08,1.65,1.48,1.81,2.02
2015.07.09,1.65,1.48,1.80,2.02
2015.07.10,1.65,1.48,1.81,2.02
2015.07.13,1.65,1.48,1.80,2.02
2015.07.14,1.65,1.49,1.80,2.02
2015.07.15,1.65,1.48,1.80,2.02
2015.07.16,1.65,1.48,1.79,2.01
2015.07.17,1.65,1.48,1.78,2.01
2015.07.20,1.65,1.47,1.78,2.00
2015.07.21,1.65,1.47,1.77,2.00
2015.07.22,1.65,1.47,1.75,1.98
2015.07.23,1.65,1.48,1.72,1.96
2015.07.24,1.65,1.49,1.71,1.95
2015.07.27,1.64,1.49,1.70,1.94
2015.07.28,1.64,1.49,1.73,1.97
2015.07.29,1.64,1.49,1.72,1.96
2015.07.30,1.64,1.49,1.74,1.98
2015.07.31,1.64,1.50,1.77,2.01
2015.08.03,1.64,1.48,1.76,2.00
2015.08.04,1.64,1.49,1.77,2.01
2015.08.05,1.64,1.48,1.79,2.03
2015.08.06,1.64,1.49,1.79,2.02
2015.08.07,1.64,1.49,1.78,2.02
2015.08.10,1.64,1.49,1.76,2.00
2015.08.11,1.64,1.49,1.74,1.98
2015.08.12,1.64,1.49,1.71,1.95
2015.08.13,1.64,1.49,1.73,1.97
2015.08.17,1.64,1.49,1.72,1.97
2015.08.18,1.64,1.49,1.72,1.96
2015.08.19,1.64,1.49,1.73,1.97
2015.08.20,1.64,1.49,1.71,1.96
2015.08.21,1.64,1.49,1.71,1.96
2015.08.24,1.64,1.50,1.69,1.95
2015.08.25,1.64,1.50,1.71,1.96
2015.08.26,1.64,1.50,1.72,1.98
2015.08.27,1.64,1.50,1.71,1.97
2015.08.28,1.64,1.51,1.72,1.98
2015.08.31,1.63,1.52,1.74,1.99
2015.09.01,1.63,1.49,1.73,1.99
2015.09.02,1.61,1.48,1.70,1.97
2015.09.03,1.61,1.47,1.67,1.95
2015.09.04,1.60,1.45,1.65,1.93
2015.09.07,1.60,1.47,1.65,1.93
2015.09.08,1.60,1.49,1.67,1.95
2015.09.09,1.60,1.48,1.68,1.96
2015.09.10,1.60,1.49,1.65,1.94
2015.09.11,1.60,1.49,1.66,1.95
2015.09.14,1.60,1.49,1.67,1.96
2015.09.15,1.60,1.49,1.65,1.95
2015.09.16,1.60,1.48,1.67,1.97
2015.09.17,1.60,1.48,1.68,1.98
2015.09.18,1.60,1.48,1.64,1.94
2015.09.21,1.60,1.48,1.62,1.93
2015.09.22,1.60,1.48,1.62,1.93
2015.09.23,1.60,1.48,1.62,1.93
2015.09.24,1.60,1.49,1.63,1.94
2015.09.25,1.60,1.47,1.62,1.93
2015.09.30,1.59,1.49,1.57,1.89
2015.10.01,1.59,1.47,1.60,1.92
2015.10.02,1.59,1.46,1.58,1.91
2015.10.05,1.59,1.47,1.58,1.90
2015.10.06,1.59,1.50,1.59,1.92
2015.10.07,1.59,1.49,1.61,1.94
2015.10.08,1.59,1.48,1.62,1.94
2015.10.12,1.59,1.48,1.65,1.98
2015.10.13,1.58,1.48,1.64,1.97
2015.10.14,1.57,1.48,1.66,1.98
2015.10.15,1.57,1.48,1.62,1.96
2015.10.16,1.57,1.49,1.62,1.96
2015.10.19,1.57,1.49,1.62,1.96
2015.10.20,1.57,1.49,1.64,1.98
2015.10.21,1.57,1.49,1.65,1.99
2015.10.22,1.57,1.49,1.65,1.99
2015.10.23,1.57,1.49,1.65,1.99
2015.10.26,1.57,1.48,1.65,1.99
2015.10.27,1.57,1.48,1.63,1.98
2015.10.28,1.57,1.48,1.63,1.98
2015.10.29,1.57,1.48,1.64,1.99
2015.10.30,1.57,1.50,1.66,2.00
2015.11.02,1.57,1.50,1.66,2.01
2015.11.03,1.57,1.50,1.67,2.02
2015.11.04,1.57,1.50,1.68,2.03
2015.11.05,1.57,1.49,1.69,2.05
2015.11.06,1.57,1.49,1.73,2.08
2015.11.09,1.57,1.50,1.80,2.16
2015.11.10,1.57,1.49,1.78,2.14
2015.11.11,1.57,1.49,1.80,2.16
2015.11.12,1.58,1.50,1.79,2.15
2015.11.13,1.58,1.49,1.78,2.15
2015.11.16,1.58,1.49,1.75,2.12
2015.11.17,1.58,1.49,1.76,2.13
2015.11.18,1.58,1.49,1.75,2.12
2015.11.19,1.58,1.49,1.74,2.11
2015.11.20,1.58,1.49,1.76,2.13
2015.11.23,1.59,1.49,1.76,2.14
2015.11.24,1.59,1.49,1.77,2.15
2015.11.25,1.59,1.50,1.77,2.15
2015.11.26,1.62,1.49,1.78,2.16
2015.11.27,1.62,1.49,1.80,2.18
2015.11.30,1.66,1.50,1.79,2.33
2015.12.01,1.67,1.48,1.77,2.16
2015.12.02,1.67,1.44,1.76,2.16
2015.12.03,1.67,1.45,1.76,2.15
2015.12.04,1.67,1.40,1.78,2.18
2015.12.07,1.67,1.44,1.79,2.18
2015.12.08,1.67,1.46,1.76,2.17
2015.12.09,1.67,1.46,1.76,2.17
2015.12.10,1.67,1.48,1.75,2.16
2015.12.11,1.67,1.48,1.75,2.16
2015.12.14,1.67,1.48,1.73,2.15
2015.12.15,1.67,1.46,1.73,2.16
2015.12.16,1.67,1.46,1.75,2.17
2015.12.17,1.67,1.46,1.73,2.15
2015.12.18,1.67,1.48,1.69,2.13
2015.12.21,1.67,1.48,1.66,2.10
2015.12.22,1.67,1.48,1.67,2.12
2015.12.23,1.67,1.49,1.67,2.12
2015.12.24,1.67,1.49,1.66,2.11
2015.12.28,1.67,1.49,1.68,2.12
2015.12.29,1.67,1.49,1.66,2.11
2015.12.30,1.67,1.49,1.66,2.11
2015.12.31,1.67,1.52,1.66,2.11
2016.01.04,1.67,1.48,1.63,2.09
2016.01.05,1.67,1.49,1.64,2.10
2016.01.06,1.67,1.49,1.64,2.10
2016.01.07,1.67,1.49,1.64,2.10
2016.01.08,1.67,1.49,1.67,2.12
2016.01.11,1.67,1.49,1.64,2.09
2016.01.12,1.67,1.50,1.64,2.10
2016.01.13,1.67,1.50,1.63,2.09
2016.01.14,1.67,1.49,1.65,2.11
2016.01.15,1.67,1.50,1.65,2.11
2016.01.18,1.67,1.50,1.65,2.11
2016.01.19,1.67,1.48,1.64,2.11
2016.01.20,1.67,1.49,1.62,2.08
2016.01.21,1.67,1.49,1.61,2.08
2016.01.22,1.67,1.48,1.62,2.09
2016.01.25,1.65,1.48,1.62,2.09
2016.01.26,1.65,1.48,1.60,2.07
2016.01.27,1.65,1.48,1.60,2.07
2016.01.28,1.65,1.48,1.62,2.09
2016.01.29,1.65,1.50,1.56,2.04
2016.02.01,1.65,1.49,1.53,2.00
2016.02.02,1.65,1.49,1.52,1.99
2016.02.03,1.65,1.49,1.50,1.97
2016.02.04,1.65,1.51,1.49,1.96
2016.02.05,1.65,1.47,1.51,1.98
2016.02.11,1.64,1.49,1.45,1.92
2016.02.12,1.64,1.48,1.48,1.94
2016.02.15,1.64,1.48,1.49,1.98
2016.02.16,1.63,1.47,1.43,1.91
2016.02.17,1.63,1.48,1.44,1.92
2016.02.18,1.63,1.48,1.45,1.93
2016.02.19,1.63,1.47,1.47,1.94
2016.02.22,1.63,1.48,1.48,1.96
2016.02.23,1.63,1.49,1.48,1.96
2016.02.24,1.63,1.49,1.47,1.95
2016.02.25,1.63,1.49,1.46,1.95
2016.02.26,1.63,1.50,1.45,1.94
2016.02.29,1.63,1.52,1.45,1.94
2016.03.02,1.63,1.50,1.47,1.95
2016.03.03,1.63,1.49,1.50,1.99
2016.03.04,1.63,1.49,1.52,2.00
2016.03.07,1.63,1.49,1.50,1.98
2016.03.08,1.63,1.49,1.48,1.97
